"";"Species";"RCC";"Genbank_accession";"Keep";"Status"
"41";"Bathycoccus_prasinos";"RCC463";"KT860652";"Yes";"Cryopreserved"
"42";"Micromonas_pusilla";"RCC465";"KF501028";"Yes";"Distributed"
"43";"Micromonas_pusilla";"RCC465";"KF501017";"Yes";"Distributed"
"44";"Ostreococcus_sp";"RCC467";"KT860653";"Yes";"Cryopreserved"
"45";"Ostreococcus_sp";"RCC468";"KT860674";"Yes";"Cryopreserved"
"46";"Micromonas_commoda";"RCC472";"KR089059";"Yes";"Distributed"
"47";"Micromonas_commoda";"RCC472";"KU244645";"Yes";"Distributed"
"48";"Micromonas_commoda";"RCC496";"KT860797";"Yes";"Distributed"
"49";"Micromonas_pusilla";"RCC497";"KF501034";"Yes";"Cryopreserved"
"50";"Micromonas_pusilla";"RCC497";"KF501023";"Yes";"Cryopreserved"
"51";"Micromonas_pusilla";"RCC498";"KT860640";"Yes";"Distributed"
"52";"Micromonas_pusilla";"RCC498";"KU244647";"Yes";"Distributed"
"53";"Ostreococcus_mediterraneus";"RCC501";"AY425313";"No";"Lost"
"54";"Bathycoccus_prasinos";"RCC536";"KT860681";"Yes";"Cryopreserved"
"55";"Micromonas_commoda";"RCC570";"KT860879";"Yes";"Cryopreserved"
"56";"Micromonas_commoda";"RCC570";"KU244649";"Yes";"Cryopreserved"
"57";"Micromonas_commoda";"RCC573";"KT860807";"Yes";"Distributed"
"58";"Micromonas_pusilla";"RCC629";"KF501029";"Yes";"Distributed"
"59";"Micromonas_pusilla";"RCC629";"KF501018";"Yes";"Distributed"
"60";"Micromonas_pusilla";"RCC631";"KT878680";"No";"Lost"
"61";"Bathycoccus_prasinos";"RCC634";"KT860664";"Yes";"Distributed"
"62";"Bathycoccus_prasinos";"RCC640";"KT878681";"No";"Lost"
"63";"Micomomas_pusilla";"RCC647";"KT860882";"Yes";"Distributed"
"64";"Micromonas_pusilla";"RCC647";"KU244651";"Yes";"Distributed"
"65";"Micromonas_commoda";"RCC658";"KF501030";"Yes";"Distributed"
"66";"Micromonas_commoda";"RCC658";"KF501019";"Yes";"Distributed"
"67";"Ostreococcus_tauri";"RCC675";"KT860887";"Yes";"Distributed"
"68";"Micromonas_commoda";"RCC676";"KU244653";"Yes";"Distributed"
"69";"Micromonas_commoda";"RCC676";"KT860888";"Yes";"Distributed"
"70";"Micromonas_bravo";"RCC688";"KT860891";"Yes";"Distributed"
"71";"Micromonas_pusilla";"RCC692";"KT860893";"Yes";"Distributed"
"72";"Micromonas_pusilla";"RCC692";"KU244655";"Yes";"Distributed"
"73";"Micromonas_pusilla";"RCC693";"KT860811";"Yes";"Cryopreserved"
"74";"Bathycoccus_calidus";"RCC715";"KT860815";"Yes";"Distributed"
"75";"Bathycoccus_calidus";"RCC716";"KT860816";"Yes";"Distributed"
"76";"Micromonas_bravo";"RCC746";"KT860894";"Yes";"Distributed"
"77";"Micromonas_bravo";"RCC746";"KU244657";"Yes";"Distributed"
"78";"Ostreococcus_lucimarinus";"RCC747";"KT860895";"Yes";"Distributed"
"79";"Ostreococcus_lucimarinus";"RCC796";"KT860897";"Yes";"Distributed"
"80";"Bahycoccus_prasinos";"RCC797";"KT860936";"Yes";"Cryopreserved"
"81";"Ostreococcus_lucimarinus";"RCC798";"KT860898";"Yes";"Distributed"
"82";"Bathycoccus_prasinos";"RCC801";"KT860937";"Yes";"Cryopreserved"
"83";"Micromonas_pusilla";"RCC803";"KU244659";"Yes";"Distributed"
"84";"Micromonas_pusilla";"RCC804";"KU244661";"No";"NotDistributed"
"85";"Micromonas_pusilla";"RCC805";"KU244663";"No";"NotDistributed"
"86";"Micromonas_pusilla";"RCC806";"KU244665";"Yes";"Distributed"
"87";"Micromonas_polaris";"RCC807";"KU244667";"Yes";"Distributed"
"88";"Micromonas_pusilla";"RCC808";"KU244669";"Yes";"Distributed"
"89";"Micromonas_pusilla";"RCC828";"KF501032";"No";"Cryopreserved"
"90";"Micromonas_pusilla";"RCC828";"KF501021";"No";"Cryopreserved"
"91";"Micromonas_pusilla";"RCC829";"KF501033";"Yes";"Cryopreserved"
"92";"Micromonas_pusilla";"RCC829";"KF501022";"Yes";"Cryopreserved"
"93";"Micromonas_bravo";"RCC830";"KT860899";"Yes";"Distributed"
"94";"Micromonas_bravo";"RCC830";"KU244671";"Yes";"Distributed"
"95";"Micromonas_bravo";"RCC831";"KT860900";"Yes";"Distributed"
"96";"Micromonas_bravo";"RCC831";"KU244673";"Yes";"Distributed"
"97";"Micromonas_bravo";"RCC832";"KT860901";"Yes";"Cryopreserved"
"98";"Micromonas_pusilla";"RCC833";"KT860902";"Yes";"Distributed"
"99";"Micromonas_pusilla";"RCC833";"KU244675";"Yes";"Distributed"
"100";"Micromonas_pusilla";"RCC834";"KU244677";"Yes";"Distributed"
"101";"Micromonas_pusilla";"RCC835";"KU244679";"Yes";"Distributed"
"102";"Micromonas_commoda";"RCC836";"KT860903";"Yes";"Distributed"
"103";"Micromonas_commoda";"RCC836";"KU244681";"Yes";"Distributed"
"104";"Micromonas_bravo";"RCC845";"KT860819";"Yes";"Cryopreserved"
"105";"Micromonas_commoda";"RCC966";"KT860911";"Yes";"Cryopreserved"
"106";"Micromonas_clade_B_warm";"RCC1109";"KF501020";"Yes";"Distributed"
"107";"Ostreococcus_sp";"RCC1120";"KT860804";"Yes";"Distributed"
"108";"Ostreococcus_tauri";"RCC1560";"KT860912";"Yes";"Distributed"
"109";"Ostreococcus_lucimarinus";"RCC1565";"KT860709";"Yes";"Distributed"
"110";"Ostreococcus_lucimarinus";"RCC1566";"KT860710";"Yes";"Cryopreserved"
"111";"Bathycoccus_prasinos";"RCC1608";"KT860697";"Yes";"Cryopreserved"
"112";"Bathycoccus_prasinos";"RCC1609";"KT860698";"Yes";"Cryopreserved"
"113";"Bathycoccus_prasinos";"RCC1610";"KT860699";"Yes";"Cryopreserved"
"114";"Bathycoccus_prasinos";"RCC1611";"KT860700";"Yes";"Cryopreserved"
"115";"Micromonas_commoda";"RCC1612";"KT860701";"No";"Lost"
"116";"Bathycoccus_prasinos";"RCC1613";"KT860702";"Yes";"Distributed"
"117";"Micromonas_pusilla";"RCC1614";"KR089061";"Yes";"Distributed"
"118";"Bathycoccus_prasinos";"RCC1615";"KT860703";"Yes";"Cryopreserved"
"119";"Ostreococcus_lucimarinus";"RCC1616";"KT860704";"Yes";"Cryopreserved"
"120";"Micromonas_bravo";"RCC1629";"KT860711";"Yes";"Distributed"
"121";"Micromonas_pusilla";"RCC1614";"KT860721";"Yes";"Cryopreserved"
"122";"Ostreococcus_lucimarinus";"RCC1645";"KT860712";"Yes";"Distributed"
"123";"Bathycoccus_prasinos";"RCC1646";"KT860722";"Yes";"Cryopreserved"
"124";"Dolichomastigales_XX_sp";"RCC1651";"KT860915";"Yes";"Distributed"
"125";"Ostreococcus_lucimarinus";"RCC1662";"KT860713";"Yes";"Cryopreserved"
"126";"Bathycoccus_prasinos";"RCC1664";"KT860714";"No";"Lost"
"127";"Micromonas_pusilla";"RCC1677";"KT860715";"Yes";"Cryopreserved"
"128";"Micromonas_commoda";"RCC1687";"KT860716";"Yes";"Cryopreserved"
"129";"Micromonas_commoda";"RCC1697";"KT860717";"Yes";"Distributed"
"130";"Micromonas_pusilla";"RCC1698";"KT860718";"Yes";"Cryopreserved"
"131";"Micromonas_bravo";"RCC1699";"KT860705";"Yes";"Distributed"
"132";"Micromonas_pusilla";"RCC1718";"KT860789";"No";"Lost"
"133";"Micromonas_pusilla";"RCC1749";"KT860724";"Yes";"Cryopreserved"
"134";"Micromonas_bravo";"RCC1862";"KT860773";"Yes";"Distributed"
"135";"Bathycoccus_prasinos";"RCC1868";"KT860774";"Yes";"Distributed"
"136";"Bathycoccus_prasinos";"RCC1872";"KT860776";"Yes";"Cryopreserved"
"137";"Micromonas_polaris";"RCC2242";"KT860743";"Yes";"Distributed"
"138";"Micromonas_polaris";"RCC2243";"KT860570";"Yes";"Distributed"
"139";"Micromonas_polaris";"RCC2243";"KT860799";"Yes";"Distributed"
"140";"Micromonas_polaris";"RCC2244";"KT860736";"Yes";"Distributed"
"141";"Micromonas_polaris";"RCC2245";"KT860571";"Yes";"Distributed"
"142";"Micromonas_polaris";"RCC2245";"KT860739";"Yes";"Distributed"
"143";"Micromonas_polaris";"RCC2246";"KT860740";"Yes";"Distributed"
"144";"Micromonas_polaris";"RCC2247";"KT860737";"Yes";"Distributed"
"145";"Micromonas_polaris";"RCC2248";"KT860572";"Yes";"Distributed"
"146";"Micromonas_polaris";"RCC2248";"KT860769";"Yes";"Distributed"
"147";"Micromonas_polaris";"RCC2249";"KT860738";"Yes";"Distributed"
"148";"Micromonas_polaris";"RCC2250";"KT860744";"Yes";"Distributed"
"149";"Micromonas_polaris";"RCC2251";"KT860741";"Yes";"Distributed"
"150";"Micromonas_polaris";"RCC2252";"KT860749";"Yes";"Distributed"
"151";"Micromonas_polaris";"RCC2253";"KT860575";"Yes";"Distributed"
"152";"Micromonas_polaris";"RCC2253";"KT860750";"Yes";"Distributed"
"153";"Micromonas_polaris";"RCC2254";"KT860576";"Yes";"Distributed"
"154";"Micromonas_polaris";"RCC2254";"KT860745";"Yes";"Distributed"
"155";"Micromonas_polaris";"RCC2255";"KT860577";"Yes";"Distributed"
"156";"Micromonas_polaris";"RCC2255";"KT860746";"Yes";"Distributed"
"157";"Micromonas_polaris";"RCC2256";"KT860578";"No";"Lost"
"158";"Micromonas_polaris";"RCC2256";"KT860742";"No";"Lost"
"159";"Micromonas_polaris";"RCC2257";"KT860747";"No";"NotDistributed"
"160";"Micromonas_polaris";"RCC2258";"KT860580";"Yes";"Distributed"
"161";"Micromonas_polaris";"RCC2258";"KT860748";"Yes";"Distributed"
"162";"Micromonas_polaris";"RCC2259";"KT860581";"Yes";"Distributed"
"163";"Micromonas_polaris";"RCC2259";"KT860751";"Yes";"Distributed"
"164";"Mamiellales_XX_sp";"RCC2285";"JF794053";"No";"Lost"
"165";"Mantionella_beaufortii";"RCC2289";"JN934679";"Yes";"Distributed"
"166";"Micromonas_polaris";"RCC2304";"KT860843";"Yes";"Distributed"
"167";"Micromonas_polaris";"RCC2305";"KT860801";"No";"Lost"
"168";"Micromonas_polaris";"RCC2305";"JF794057";"Yes";"Distributed"
"169";"Micromonas_polaris";"RCC2307";"KT860753";"Yes";"Distributed"
"170";"Micromonas_polaris";"RCC2308";"JN934683";"No";"Lost"
"171";"Micromonas_polaris";"RCC2309";"KT860765";"Yes";"Distributed"
"172";"Micromonas_polaris";"RCC2310";"KT860754";"No";"Lost"
"173";"Micromonas_polaris";"RCC2311";"KT860752";"Yes";"Distributed"
"174";"Micromonas_polaris";"RCC2311";"KT860585";"Yes";"Distributed"
"175";"Micromonas_polaris";"RCC2312";"KT860758";"Yes";"Distributed"
"176";"Micromonas_polaris";"RCC2213";"KT860586";"No";"Lost"
"177";"Micromonas_polaris";"RCC2213";"KT860759";"No";"Lost"
"178";"Micromonas_polaris";"RCC2314";"KT860587";"Yes";"Distributed"
"179";"Micromonas_polaris";"RCC2314";"KT860760";"Yes";"Distributed"
"180";"Micromonas_polaris";"RCC2315";"KT860768";"No";"Lost"
"181";"Micromonas_polaris";"RCC2316";"KT860589";"Yes";"Distributed"
"182";"Micromonas_polaris";"RCC2316";"KT860761";"Yes";"Distributed"
"183";"Micromonas_polaris";"RCC2317";"KT860590";"Yes";"Distributed"
"184";"Micromonas_polaris";"RCC2317";"KT860762";"Yes";"Distributed"
"185";"Ostreococcus_lucimarinus";"RCC2343";"KT860781";"Yes";"Distributed"
"186";"Ostreococcus_lucimarinus";"RCC2344";"KT860782";"Yes";"Distributed"
"187";"Mantionella_beaufortii";"RCC2487";"KT860921";"Yes";"Distributed"
"188";"Micromonas_polaris";"RCC2514";"KT860766";"Yes";"Distributed"
"189";"Micromonas_pusilla";"RCC3051";"KT860829";"No";"Lost"
"190";"Micromonas_pusilla";"RCC3052";"KT860828";"Yes";"Distributed"
"191";"Micromonas_pusilla";"RCC3053";"KT860830";"No";"Lost"
"192";"Micromonas_polaris";"RCC4298";"KT884472";"Yes";"Distributed"
"193";"Micromonas_pusilla";"RCC4440";"KX523155";"Yes";"Distributed"
"194";"Micromonas_pusilla";"RCC4441";"KX523156";"No";"Lost"
"195";"Micromonas_bravo";"RCC4574";"KX014645";"Yes";"Distributed"
"196";"Micromonas_polaris";"RCC4778";"KX602210";"Yes";"Distributed"
"197";"Micromonas_polaris";"RCC4778";"KX602211";"Yes";"Distributed"
"198";"Micromonas_commoda";"RCC4795";"KY095019";"Yes";"Distributed"
"199";"Micromonas_commoda";"RCC4795";"KY095006";"Yes";"Distributed"
"200";"Micromonas_pusilla";"RCC4825";"KY095046";"Yes";"Distributed"
"201";"Micromonas_commoda";"RCC4835";"KY095008";"Yes";"Distributed"
"202";"Micromonas_commoda";"RCC4852";"KY095012";"Yes";"Distributed"
"203";"Mantionella_sp";"RCC5273";"MH764753";"No";"Lost"
"204";"Bathycoccus_prasinos";"RCC5417";"MH764869";"Yes";"Distributed"
"205";"Mantionella_baffinensis";"RCC5418";"MH764870";"No";"Lost"
"206";"Mantionella_baffinensis";"RCC5418";"MH516003";"No";"Lost"
"207";"";"RCC5419";"MH764871";"No";"NotFound"
"208";"";"RCC5420";"MH764872";"No";"NotFound"
"209";"";"RCC5421";"MH764873";"No";"NotFound"
"210";"Micromonas_polaris";"RCC5422";"MH764874";"Yes";"Distributed"
"211";"";"RCC5423";"MH764875";"No";"NotFound"
"212";"";"RCC5425";"MH764876";"No";"NotFound"
"213";"";"RCC5426";"MH764877";"No";"NotFound"
"214";"";"RCC5427";"MH764878";"No";"NotFound"
"215";"";"RCC5429";"MH764880";"No";"NotFound"
"216";"";"RCC5477";"MH764921";"No";"NotAvailable"
"217";"";"RCC5478";"MH764922";"No";"NotAvailable"
"218";"";"RCC5429";"MH764923";"No";"NotFound"
"219";"";"RCC5480";"MH764924";"No";"NotFound"
"220";"";"RCC5481";"MH764925";"No";"NotFound"
"221";"Micromonas_polaris";"RCC5482";"MH764926";"Yes";"Distributed"
"222";"Nitzschia_sp";"RCC80";"KT861227";"Yes";"Distributed"
"223";"";"RCC431";"KT861028";"No";"NotFound"
"224";"Nitzschia_sp";"RCC457";"KT860971";"Yes";"Distributed"
"225";"Nitzschia_sp";"RCC466";"KT860972";"Yes";"Cryopreserved"
"226";"Nitzschia_sp";"RCC469";"KT860973";"Yes";"Cryopreserved"
"227";"Nitzschia_sp";"RCC817";"KT861103";"Yes";"Cryopreserved"
"228";"Nitzschia_sp";"RCC826";"KT860982";"Yes";"Cryopreserved"
"229";"Nitzschia_sp";"RCC895";"KT860986";"Yes";"Cryopreserved"
"230";"Cylindrotheca_closterium";"RCC1713";"KT861112";"Yes";"Distributed"
"231";"Tabularia_sp";"RCC1743";"KT860991";"Yes";"Distributed"
"232";"Nitzschia_sp";"RCC1859";"KT861081";"No";"Lost"
"233";"Hyalosira_sp";"RCC1860";"KT861082";"Yes";"Distributed"
"234";"Bacillariophyceae_XXX_sp";"RCC1874";"KT861090";"Yes";"Distributed"
"235";"Cylindrotheca_closterium";"RCC1875";"KT861091";"No";"Lost"
"236";"Navicula_lanceolata";"RCC1943";"KT861066";"No";"Lost"
"237";"Naviculaceae_X_sp";"RCC1944";"KT861067";"No";"Lost"
"238";"Cylindrotheca_closterium";"RCC1950";"KT861069";"No";"Lost"
"239";"Bacillariophyceae_XXX_sp";"RCC1951";"KT861070";"No";"Lost"
"240";"Navicula_lanceolata";"RCC1952";"KT861071";"No";"Lost"
"241";"Naviculales_XX_sp";"RCC1955";"KT861073";"No";"Lost"
"242";"Nitzschia_sp";"RCC1961";"KT861074";"No";"Lost"
"243";"Bacillariophyceae_XXX_sp";"RCC1968";"KT861075";"No";"Lost"
"244";"Bacillariophyceae_XXX_sp";"RCC1969";"KT861076";"No";"Lost"
"245";"Psammodictyon_sp";"RCC1970";"KT861077";"No";"Lost"
"246";"Bacillariophyceae_XXX_sp";"RCC1974";"KT861093";"Yes";"Distributed"
"247";"Cylindrotheca_closterium";"RCC1975";"JF794039";"Yes";"Distributed"
"248";"Pseudo-nitzschia_arctica";"RCC2004";"JF794046";"Yes";"Distributed"
"249";"Pseudo-nitzschia_cf_granii";"RCC2006";"KT861176";"No";"Lost"
"250";"Fragilariaceae_X_sp";"RCC2043";"JF794051";"Yes";"Distributed"
"251";"Pseudo-nitzschia_cf_granii";"RCC2273";"KT861169";"No";"Lost"
"252";"Nitzschia_sp";"RCC2276";"JF794052";"Yes";"Distributed"
"253";"Fragilaria_sp";"RCC2508";"KT861200";"Yes";"Distributed"
"254";"Fragilariaceae_X_sp";"RCC2509";"KT861202";"Yes";"Distributed"
"255";"Synedra_sp";"RCC2510";"KT860999";"Yes";"Distributed"
"256";"Fragilariaceae_X_sp";"RCC2518";"KT861226";"Yes";"Distributed"
"257";"Fragilariaceae_X_sp";"RCC2519";"KT861197";"Yes";"Distributed"
"258";"Fragilariaceae_X_sp";"RCC2520";"KT861217";"Yes";"Distributed"
"259";"Cylindrotheca_closterium";"RCC2552";"KT861119";"No";"Lost"
"260";"";"RCC2566";"KT861008";"No";""
"261";"Fragilariaceae_X_sp";"RCC2598";"KT861009";"Yes";"Distributed"
"262";"Fragilariaceae_X_sp";"RCC2598";"KT861010";"Yes";"Distributed"
"263";"Bacillariales_XX_sp";"RCC2599";"KT861140";"Yes";"Distributed"
"264";"Nitzschia_sp";"RCC2600";"KT861141";"Yes";"Distributed"
"265";"Nitzschia_sp";"RCC2602";"KT861143";"Yes";"Cryopreserved"
"266";"Luticola_sp";"RCC2606";"KT861144";"Yes";"Distributed"
"267";"Cylindrotheca_sp";"RCC2608";"KT861145";"No";"Lost"
"268";"Asterionellopsis_glacialis";"RCC2613";"KT861146";"Yes";"Distributed"
"269";"Pseudo-nitzschia_sp";"RCC2619";"KT861147";"No";"Lost"
"270";"Nitzschia_sp";"RCC2623";"KT861149";"Yes";"Cryopreserved"
"271";"Cylindrotheca_closterium";"RCC2625";"KT861151";"No";"Lost"
"272";"Cylindrotheca_closterium";"RCC2627";"KT861152";"No";"Lost"
"273";"Nitzschia_sp";"RCC2638";"KT861153";"Yes";"Cryopreserved"
"274";"Naviculaceae_X_sp";"RCC2677";"KT861210";"Yes";"Distributed"
"275";"Entomoneis_sp";"RCC2768";"KT861118";"Yes";"Distributed"
"276";"Bacillariophyceae_XXX_sp";"RCC2679";"KT861120";"No";"Lost"
"277";"Bacillariophyceae_XXX_sp";"RCC2680";"KT861122";"Yes";"Distributed"
"278";"Nitzschia_sp";"RCC2681";"KT861011";"Yes";"Distributed"
"279";"Nitzschia_sp";"RCC2683";"KT861123";"Yes";"Cryopreserved"
"280";"Nitzschia_sp";"RCC2933";"KT861155";"Yes";"Cryopreserved"
"281";"Nitzschia_sp";"RCC2934";"KT861012";"Yes";"Cryopreserved"
"282";"Bacillariophyceae_XXX_sp";"RCC2936";"KT861013";"Yes";"Distributed"
"283";"Nitzschia_sp";"RCC2986";"KT861157";"Yes";"Distributed"
"284";"Nitzschia_sp";"RCC2987";"KT861158";"Yes";"Cryopreserved"
"285";"Nitzschia_sp";"RCC2988";"KT861159";"Yes";"Cryopreserved"
"286";"Nitzschia_sp";"RCC2989";"KT861160";"Yes";"Cryopreserved"
"287";"Bacillariophyceae_XXX_sp";"RCC2991";"KT861161";"Yes";"Distributed"
"288";"Fragilariaceae_X_sp";"RCC3059";"KT860960";"Yes";"Distributed"
"289";"Fragilariaceae_X_sp";"RCC3061";"KT861022";"Yes";"Distributed"
"290";"Fragilariaceae_X_sp";"RCC3062";"KT860961";"No";"Lost"
"291";"Fragilariaceae_X_sp";"RCC3063";"KT861023";"No";"Lost"
"292";"Pleurosigma_sp";"RCC3090";"KT861017";"No";"Lost"
"293";"Psammodictyon_sp";"RCC3091";"KT861018";"No";"Lost"
"294";"Navicula_sp";"RCC3092";"KT861019";"No";"Lost"
"295";"Fragilariopsis_cylindrus";"RCC4289";"KT884473";"Yes";"Distributed"
"296";"Fragilariopsis_cylindrus";"RCC4291";"KT884480";"No";"NotDistributed"
"297";"Entomoneis_sp";"RCC4487";"KT878709";"Yes";"Distributed"
"298";"Entomoneis_sp";"RCC4488";"KT878710";"Yes";"Cryopreserved"
"299";"Rhaphoneis_sp";"RCC4494";"MH792105";"Yes";"Distributed"
"300";"Fragilariopsis_sp";"RCC4505";"KT884461";"No";"Cryopreserved"
"301";"Naviculales_XX_sp";"RCC4589";"KY233130";"Yes";"Distributed"
"302";"Naviculales_XX_sp";"RCC4589";"MH843673";"Yes";"Distributed"
"303";"Naviculales_XX_sp";"RCC4595";"KY233135";"Yes";"Cryopreserved"
"304";"Fragilariopsis_sp";"RCC4604";"KY233144";"Yes";"Distributed"
"305";"Fragilariopsis_sp";"RCC4604";"MH843675";"Yes";"Distributed"
"306";"Fragilariopsis_sp";"RCC4608";"KY233146";"Yes";"Cryopreserved"
"307";"Navicula_sp";"RCC4611";"MH843678";"Yes";"Distributed"
"308";"Navicula_sp";"RCC4611";"KY233148";"Yes";"Distributed"
"309";"Navicula_sp";"RCC4611";"MH843677";"Yes";"Distributed"
"310";"Fragilariopsis_sp";"RCC4612";"KY233149";"Yes";"Cryopreserved"
"311";"Fragilaria_sp";"RCC4616";"KY233152";"Yes";"Distributed"
"312";"Fragilaria_sp";"RCC4616";"MH843680";"Yes";"Distributed"
"313";"Cylindrotheca_sp";"RCC4796";"KY095020";"Yes";"Cryopreserved"
"314";"Cylindrotheca_sp";"RCC4803";"KY095010";"Yes";"Cryopreserved"
"315";"Cylindrotheca_sp";"RCC4803";"KY095026";"Yes";"Cryopreserved"
"316";"Cylindrotheca_sp";"RCC4806";"KY095011";"Yes";"Cryopreserved"
"317";"Cylindrotheca_sp";"RCC4822";"KY094999";"Yes";"Cryopreserved"
"318";"Cylindrotheca_sp";"RCC4822";"KY095043";"Yes";"Cryopreserved"
"319";"Cylindrotheca_sp";"RCC4823";"KY094993";"Yes";"Cryopreserved"
"320";"Cylindrotheca_sp";"RCC4823";"KY095044";"Yes";"Cryopreserved"
"321";"Bacillariophyceae_XXX_sp";"RCC4829";"KY094998";"Yes";"Distributed"
"322";"Bacillariophyceae_XXX_sp";"RCC4834";"KY095053";"No";"Lost"
"323";"Bacillariophyceae_XXX_sp";"RCC4834";"MH712328";"No";"Lost"
"324";"Bacillariophyceae_XXX_sp";"RCC4839";"KY095014";"Yes";"Distributed"
"325";"Cylindrotheca_sp";"RCC4850";"KY094983";"No";"Lost"
"326";"Nitzschia_sp";"RCC4855";"KY095003";"Yes";"Distributed"
"327";"Nitzschia_sp";"RCC4856";"KY095004";"Yes";"Cryopreserved"
"328";"Halamphora_sp";"RCC5168";"MH743117";"Yes";"Distributed"
"329";"Navicula_sp";"RCC5169";"MH743118";"Yes";"Distributed"
"330";"Navicula_sp";"RCC5170";"MH743119";"No";"Distributed"
"331";"Nitzschia_sp";"RCC5171";"MH743120";"Yes";"Distributed"
"332";"Fragilariales_XX_sp";"RCC5176";"MH743125";"No";"Distributed"
"333";"Psammodictyon_sp";"RCC5187";"MH743127";"Yes";"Distributed"
"334";"Halamphora_sp";"RCC5190";"MH743130";"Yes";"Distributed"
"335";"Naviculales_XX_sp";"RCC5197";"MH764681";"Yes";"Cryopreserved"
"336";"Naviculales_XX_sp";"RCC5201";"MH764685";"Yes";"Cryopreserved"
"337";"Nitzschia_sp";"RCC5203";"MH764686";"No";"Lost"
"338";"Synedra_sp";"RCC5205";"MH764688";"Yes";"Distributed"
"339";"Fragilariopsis_sp";"RCC5208";"MH764691";"Yes";"Cryopreserved"
"340";"Naviculales_XX_sp";"RCC5213";"MH764696";"Yes";"Cryopreserved"
"341";"Cylindrotheca_sp";"RCC5216";"MH764699";"No";"Lost"
"342";"Fragilariaceae_X_sp";"RCC5217";"MH764700";"Yes";"Cryopreserved"
"343";"Synedra_hyperborea";"RCC5218";"MH764701";"Yes";"Distributed"
"344";"Fragilariaceae_X_sp";"RCC5220";"MH764703";"Yes";"Distributed"
"345";"Pseudo-nitzschia_arctica";"RCC5222";"MH764704";"Yes";"Cryopreserved"
"346";"Fragilariaceae_X_sp";"RCC5227";"MH764708";"Yes";"Cryopreserved"
"347";"Navicula_cf_normaloides";"RCC5230";"MH764711";"Yes";"Distributed"
"348";"Fragilariopsis_cylindrus";"RCC5231";"MH764712";"Yes";"Cryopreserved"
"349";"Pseudo-nitzschia_arctica";"RCC5232";"MH764713";"Yes";"Cryopreserved"
"350";"Pseudo-nitzschia_sp";"RCC5250";"MH764731";"Yes";"Cryopreserved"
